count	shape	phase	mode	bytes	len	osz	asz	seg	rep	pfxn	op	fixg	kind	mod	reg	rm	b	x	s	disp	dispbits	modrmbits	imm	immbits	ok	text	fields
1051180	32:5f	1	32	5f	1	4	4	-	-	0	5f	-	-	-	-	-	-	-	-	-	0	0	-	0	1	pop edi	op@0:8=5f
935942	32:8bec	1	32	8bec	2	4	4	-	-	0	8b	-	reg_direct	3	5	4	-	-	-	-	0	8	-	0	1	mov ebp, esp	op@0:8=8b mod@14:2=3 reg@11:3=5 rm@8:3=4
915108	32:5b	1	32	5b	1	4	4	-	-	0	5b	-	-	-	-	-	-	-	-	-	0	0	-	0	1	pop ebx	op@0:8=5b
908763	32:ff75	1	32	ff75f8	3	4	4	-	-	0	ff	6	base_d8	1	6	5	5	-	-	-8	8	16	-	0	1	push dword [ebp-8]	op@0:8=ff mod@14:2=1 reg@11:3=6 rm@8:3=5 disp@16:8=-8
908763	32:ff75	1	32	ff750c	3	4	4	-	-	0	ff	6	base_d8	1	6	5	5	-	-	12	8	16	-	0	1	push dword [ebp+0xC]	op@0:8=ff mod@14:2=1 reg@11:3=6 rm@8:3=5 disp@16:8=12
776720	32:c3	1	32	c3	1	4	4	-	-	0	c3	-	-	-	-	-	-	-	-	-	0	0	-	0	1	ret	op@0:8=c3
750104	32:8be5	1	32	8be5	2	4	4	-	-	0	8b	-	reg_direct	3	4	5	-	-	-	-	0	8	-	0	1	mov esp, ebp	op@0:8=8b mod@14:2=3 reg@11:3=4 rm@8:3=5
737580	32:8b4d	1	32	8b4d14	3	4	4	-	-	0	8b	-	base_d8	1	1	5	5	-	-	20	8	16	-	0	1	mov ecx, [ebp+0x14]	op@0:8=8b mod@14:2=1 reg@11:3=1 rm@8:3=5 disp@16:8=20
737580	32:8b4d	1	32	8b4df8	3	4	4	-	-	0	8b	-	base_d8	1	1	5	5	-	-	-8	8	16	-	0	1	mov ecx, [ebp-8]	op@0:8=8b mod@14:2=1 reg@11:3=1 rm@8:3=5 disp@16:8=-8
650788	32:83c0	1	32	83c010	3	4	4	-	-	0	83	0	reg_direct	3	0	0	-	-	-	-	0	8	0x10	8	1	add eax, 0x10	op@0:8=83 mod@14:2=3 reg@11:3=0 rm@8:3=0 imm@16:8=0x10
629516	32:0f84	1	32	0f84d9010000	6	4	4	-	-	0	0f84	-	-	-	-	-	-	-	-	-	0	0	0x1d9	32	1	je near 0x000001DF	op@0:16=0f84 imm@16:32=0x1d9
629516	32:0f84	1	32	0f845a020000	6	4	4	-	-	0	0f84	-	-	-	-	-	-	-	-	-	0	0	0x25a	32	1	je near 0x00000260	op@0:16=0f84 imm@16:32=0x25a
619355	32:8945	1	32	8945fc	3	4	4	-	-	0	89	-	base_d8	1	0	5	5	-	-	-4	8	16	-	0	1	mov [ebp-4], eax	op@0:8=89 mod@14:2=1 reg@11:3=0 rm@8:3=5 disp@16:8=-4
619355	32:8945	1	32	8945f0	3	4	4	-	-	0	89	-	base_d8	1	0	5	5	-	-	-16	8	16	-	0	1	mov [ebp-0x10], eax	op@0:8=89 mod@14:2=1 reg@11:3=0 rm@8:3=5 disp@16:8=-16
608461	32:0f85	1	32	0f85ad000000	6	4	4	-	-	0	0f85	-	-	-	-	-	-	-	-	-	0	0	0xad	32	1	jne near 0x000000B3	op@0:16=0f85 imm@16:32=0xad
608461	32:0f85	1	32	0f853b020000	6	4	4	-	-	0	0f85	-	-	-	-	-	-	-	-	-	0	0	0x23b	32	1	jne near 0x00000241	op@0:16=0f85 imm@16:32=0x23b
605614	32:03c8	1	32	03c8	2	4	4	-	-	0	03	-	reg_direct	3	1	0	-	-	-	-	0	8	-	0	1	add ecx, eax	op@0:8=03 mod@14:2=3 reg@11:3=1 rm@8:3=0
544298	32:8b5d	1	32	8b5d00	3	4	4	-	-	0	8b	-	base_d8	1	3	5	5	-	-	0	8	16	-	0	1	mov ebx, [ebp]	op@0:8=8b mod@14:2=1 reg@11:3=3 rm@8:3=5 disp@16:8=0
