bytes                 , mode, len,   count, at, pfx, osz, asz, seg, rep  , variant    , arm                   , args                                                                                   , res             , end_expr         , end, end_ok, text
8b86a08d0f00          ,   32,   6,    8787,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d32,mod=2,reg=0,rm=6,b=6,disp=1019296@16:32};w=1                      ", move=2          , @modrm8          ,  48,      1, "mov eax, [esi+0xF8DA0]                "
8b8670010000          ,   32,   6,    8787,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d32,mod=2,reg=0,rm=6,b=6,disp=368@16:32};w=1                          ", move=2          , @modrm8          ,  48,      1, "mov eax, [esi+0x170]                  "
0fb681e0821480        ,   32,   7,    8766,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=base_d32,mod=2,reg=0,rm=1,b=1,disp=-2146139424@24:32}                     ", move=8          , @modrm16         ,  56,      1, "movzx eax, byte [ecx-0x7FEB7D20]      "
0fb681f25c0180        ,   32,   7,    8766,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=base_d32,mod=2,reg=0,rm=1,b=1,disp=-2147394318@24:32}                     ", move=8          , @modrm16         ,  56,      1, "movzx eax, byte [ecx-0x7FFEA30E]      "
83bd6cffffff0f        ,   32,   7,    8765,  0,   0,   4,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=base_d32,mod=2,reg=7,rm=5,b=5,disp=-148@16:32};imm8=0xf@48:8               ", alu=4           , @modrm8 + 8      ,  56,      1, "cmp dword [ebp-0x94], 0xF             "
83bd38ffffff04        ,   32,   7,    8765,  0,   0,   4,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=base_d32,mod=2,reg=7,rm=5,b=5,disp=-200@16:32};imm8=0x4@48:8               ", alu=4           , @modrm8 + 8      ,  56,      1, "cmp dword [ebp-0xC8], 4               "
66c745fa0001          ,   32,   6,    8763,  8,   1,   2,   4,    ,      , mov_miz    , mov_miz               , "modrm8{kind=base_d8,mod=1,reg=0,rm=5,b=5,disp=-6@24:8};immz=0x100@32:16                ", move=4          , @modrm8 + p.osz*8,  40,      1, "mov word [ebp-6], 0x100               "
66c745ea2800          ,   32,   6,    8763,  8,   1,   2,   4,    ,      , mov_miz    , mov_miz               , "modrm8{kind=base_d8,mod=1,reg=0,rm=5,b=5,disp=-22@24:8};immz=0x28@32:16                ", move=4          , @modrm8 + p.osz*8,  40,      1, "mov word [ebp-0x16], 0x28             "
81ef00000040          ,   32,   6,    8762,  0,   0,   4,   4,    ,      , sub_miz    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub edi, 0x40000000                   "
833f04                ,   32,   3,    8750,  0,   0,   4,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=base,mod=0,reg=7,rm=7,b=7};imm8=0x4@16:8                                   ", alu=4           , @modrm8 + 8      ,  24,      1, "cmp dword [edi], 4                    "
833f00                ,   32,   3,    8750,  0,   0,   4,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=base,mod=0,reg=7,rm=7,b=7};imm8=0x0@16:8                                   ", alu=4           , @modrm8 + 8      ,  24,      1, "cmp dword [edi], 0                    "
66f744246cf8ff        ,   32,   7,    8746,  8,   1,   2,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=sib_d8,mod=1,reg=0,rm=4,b=4,s=0,disp=108@32:8};imm=0xfff8@40:16;w=1        ", alu=7           , @modrm8 + sz*8   ,  48,      1, "test word [esp+0x6C], 0xFFF8          "
8a5104                ,   32,   3,    8722,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=2,rm=1,b=1,disp=4@16:8};w=0                              ", move=2          , @modrm8          ,  24,      1, "mov dl, [ecx+4]                       "
3bf9                  ,   32,   2,    8712,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=reg_direct,mod=3,reg=7,rm=1};w=1                                           ", alu=4           , @modrm8          ,  16,      1, "cmp edi, ecx                          "
030d4c801480          ,   32,   6,    8701,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=abs32,mod=0,reg=1,rm=5,disp=-2146140084@16:32};w=1                         ", alu=3           , @modrm8          ,  48,      1, "add ecx, [0x8014804C]                 "
030d00c21480          ,   32,   6,    8701,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=abs32,mod=0,reg=1,rm=5,disp=-2146123264@16:32};w=1                         ", alu=3           , @modrm8          ,  48,      1, "add ecx, [0x8014C200]                 "
663b83e0010000        ,   32,   7,    8660,  8,   1,   2,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base_d32,mod=2,reg=0,rm=3,b=3,disp=480@24:32};w=1                          ", alu=4           , @modrm8          ,  48,      1, "cmp ax, [ebx+0x1E0]                   "
8344241810            ,   32,   5,    8659,  0,   0,   4,   4,    ,      , add_mis    , add_mis               , "modrm8{kind=sib_d8,mod=1,reg=0,rm=4,b=4,s=0,disp=24@24:8};imm8=0x10@32:8               ", alu=3           , @modrm8 + 8      ,  40,      1, "add dword [esp+0x18], 0x10            "
8344241404            ,   32,   5,    8659,  0,   0,   4,   4,    ,      , add_mis    , add_mis               , "modrm8{kind=sib_d8,mod=1,reg=0,rm=4,b=4,s=0,disp=20@24:8};imm8=0x4@32:8                ", alu=3           , @modrm8 + 8      ,  40,      1, "add dword [esp+0x14], 4               "
8d3c8500000000        ,   32,   7,    8640,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea edi, [eax*4]                      "
6766ff7020            ,   16,   5,    8629, 16,   2,   4,   4,    ,      , push_m     , push_m                , "modrm8{kind=base_d8,mod=1,reg=6,rm=0,b=0,disp=32@32:8}                                 ", stack=3         , @modrm8          ,  24,      1, push dword [eax+0x20]
6766ff701c            ,   16,   5,    8629, 16,   2,   4,   4,    ,      , push_m     , push_m                , "modrm8{kind=base_d8,mod=1,reg=6,rm=0,b=0,disp=28@32:8}                                 ", stack=3         , @modrm8          ,  24,      1, push dword [eax+0x1C]
6659                  ,   16,   2,    8626,  8,   1,   4,   2,    ,      , pop_r      , pop_r                 , opreg=1                                                                                , stack=2         , 8                ,   8,      1, pop ecx
66a1b8f0              ,   16,   4,    8574,  8,   1,   4,   2,    ,      , mov_a_moffs, mov_a_moffs           , moffs=0xf0b8@16:16;w=1                                                                 , move=6          , 8 + p.asz*8      ,  24,      1, "mov eax, [0xF0B8]                     "
2e8a0e8c90            ,   16,   5,    8553,  8,   1,   2,   2, cs ,      , mov_rm     , mov_rm                , "modrm8{kind=abs16,mod=0,reg=1,rm=6,disp=-28532@24:16};w=0                              ", move=2          , @modrm8          ,  32,      1, "mov cl, [cs:0x908C]                   "
2e8a0ec091            ,   16,   5,    8553,  8,   1,   2,   2, cs ,      , mov_rm     , mov_rm                , "modrm8{kind=abs16,mod=0,reg=1,rm=6,disp=-28224@24:16};w=0                              ", move=2          , @modrm8          ,  32,      1, "mov cl, [cs:0x91C0]                   "
f6c120                ,   16,   3,    8553,  0,   0,   2,   2,    ,      , test_mi    , test_mi               , "modrm8{kind=reg_direct,mod=3,reg=0,rm=1};imm=0x20@16:8;w=0                             ", alu=7           , @modrm8 + sz*8   ,  24,      1, "test cl, 0x20                         "
f6c103                ,   16,   3,    8553,  0,   0,   2,   2,    ,      , test_mi    , test_mi               , "modrm8{kind=reg_direct,mod=3,reg=0,rm=1};imm=0x3@16:8;w=0                              ", alu=7           , @modrm8 + sz*8   ,  24,      1, "test cl, 3                            "
2e8b16608c            ,   16,   5,    8553,  8,   1,   2,   2, cs ,      , mov_rm     , mov_rm                , "modrm8{kind=abs16,mod=0,reg=2,rm=6,disp=-29600@24:16};w=1                              ", move=2          , @modrm8          ,  32,      1, "mov dx, [cs:0x8C60]                   "
2e8b16628c            ,   16,   5,    8553,  8,   1,   2,   2, cs ,      , mov_rm     , mov_rm                , "modrm8{kind=abs16,mod=0,reg=2,rm=6,disp=-29598@24:16};w=1                              ", move=2          , @modrm8          ,  32,      1, "mov dx, [cs:0x8C62]                   "
54                    ,   32,   1,    8552,  0,   0,   4,   4,    ,      , push_r     , push_r                , opreg=4                                                                                , stack=1         , 8                ,   8,      1, push esp
66d3ea                ,   16,   3,    8551,  8,   1,   4,   2,    ,      , shr_mcl    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "shr edx, cl                           "
85d2                  ,   16,   2,    8551,  0,   0,   2,   2,    ,      , test_mr    , test_mr               , "modrm8{kind=reg_direct,mod=3,reg=2,rm=2};w=1                                           ", alu=7           , @modrm8          ,  16,      1, "test dx, dx                           "
660fadd0              ,   16,   4,    8551,  8,   1,   4,   2,    ,      , shrd_cl    , shrd_cl               , "modrm16{kind=reg_direct,mod=3,reg=2,rm=0}                                              ", shift=6         , @modrm16         ,  24,      1, "shrd eax, edx, cl                     "
0f31                  ,   16,   2,    8551,  0,   0,   2,   2,    ,      , rdtsc      , rdtsc                 ,                                                                                        , priv=10         , 16               ,  16,      1, rdtsc
2bce                  ,   32,   2,    8550,  0,   0,   4,   4,    ,      , sub_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub ecx, esi                          "
0f97c2                ,   16,   3,    8545,  0,   0,   2,   2,    ,      , setcc      , setcc.nbe             , "modrm16{kind=reg_direct,mod=3,reg=0,rm=2}                                              ", setcc=3         , @modrm16         ,  24,      1, seta dl
0f9fc0                ,   16,   3,    8540,  0,   0,   2,   2,    ,      , setcc      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , setg al
6629d8                ,   16,   3,    8540,  8,   1,   4,   2,    ,      , sub_mr     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub eax, ebx                          "
d1ef                  ,   32,   2,    8538,  0,   0,   4,   4,    ,      , shr_m1     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "shr edi, 1                            "
8b5a04                ,   32,   3,    8538,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=3,rm=2,b=2,disp=4@16:8};w=1                              ", move=2          , @modrm8          ,  24,      1, "mov ebx, [edx+4]                      "
3bfd                  ,   32,   2,    8510,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=reg_direct,mod=3,reg=7,rm=5};w=1                                           ", alu=4           , @modrm8          ,  16,      1, "cmp edi, ebp                          "
884208                ,   32,   3,    8467,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d8,mod=1,reg=0,rm=2,b=2,disp=8@16:8};w=0                              ", move=3          , @modrm8          ,  24,      1, "mov [edx+8], al                       "
884207                ,   32,   3,    8467,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d8,mod=1,reg=0,rm=2,b=2,disp=7@16:8};w=0                              ", move=3          , @modrm8          ,  24,      1, "mov [edx+7], al                       "
889430ff89df77        ,   32,   7,    8448,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d32,mod=2,reg=2,rm=4,b=0,x=6,s=0,disp=2011138559@24:32};w=0            ", move=3          , @modrm8          ,  56,      1, "mov [eax+esi+0x77DF89FF], dl          "
889430178adf77        ,   32,   7,    8448,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d32,mod=2,reg=2,rm=4,b=0,x=6,s=0,disp=2011138583@24:32};w=0            ", move=3          , @modrm8          ,  56,      1, "mov [eax+esi+0x77DF8A17], dl          "
32840bff89df77        ,   32,   7,    8448,  0,   0,   4,   4,    ,      , xor_rm     , xor_rm                , "modrm8{kind=sib_d32,mod=2,reg=0,rm=4,b=3,x=1,s=0,disp=2011138559@24:32};w=0            ", alu=5           , @modrm8          ,  56,      1, "xor al, [ebx+ecx+0x77DF89FF]          "
67668f401c            ,   16,   5,    8448, 16,   2,   4,   4,    ,      , pop_m      , pop_m                 , "modrm8{kind=base_d8,mod=1,reg=0,rm=0,b=0,disp=28@32:8}                                 ", stack=6         , @modrm8          ,  24,      1, pop dword [eax+0x1C]
67668f4020            ,   16,   5,    8448, 16,   2,   4,   4,    ,      , pop_m      , pop_m                 , "modrm8{kind=base_d8,mod=1,reg=0,rm=0,b=0,disp=32@32:8}                                 ", stack=6         , @modrm8          ,  24,      1, pop dword [eax+0x20]
8bdf                  ,   32,   2,    8430,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=3,rm=7}                                               ", move=1          , @modrm8          ,  16,      1, "mov ebx, edi                          "
268a4707              ,   16,   4,    8419,  8,   1,   2,   2, es ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=0,rm=7,disp=7@24:8};w=0                                ", move=2          , @modrm8          ,  24,      1, "mov al, [es:bx+7]                     "
268a4706              ,   16,   4,    8419,  8,   1,   2,   2, es ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=0,rm=7,disp=6@24:8};w=0                                ", move=2          , @modrm8          ,  24,      1, "mov al, [es:bx+6]                     "
891e                  ,   32,   2,    8414,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base,mod=0,reg=3,rm=6,b=6};w=1                                             ", move=3          , @modrm8          ,  16,      1, "mov [esi], ebx                        "
8846fe                ,   16,   3,    8411,  0,   0,   2,   2,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base16_d8,mod=1,reg=0,rm=6,disp=-2@16:8};w=0                               ", move=3          , @modrm8          ,  24,      1, "mov [bp-2], al                        "
8846d4                ,   16,   3,    8411,  0,   0,   2,   2,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base16_d8,mod=1,reg=0,rm=6,disp=-44@16:8};w=0                              ", move=3          , @modrm8          ,  24,      1, "mov [bp-0x2C], al                     "
394708                ,   32,   3,    8411,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=0,rm=7,b=7,disp=8@16:8};w=1                              ", alu=4           , @modrm8          ,  24,      1, "cmp [edi+8], eax                      "
394704                ,   32,   3,    8411,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=0,rm=7,b=7,disp=4@16:8};w=1                              ", alu=4           , @modrm8          ,  24,      1, "cmp [edi+4], eax                      "
89542404              ,   32,   4,    8378,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=2,rm=4,b=4,s=0,disp=4@24:8};w=1                           ", move=3          , @modrm8          ,  32,      1, "mov [esp+4], edx                      "
89542408              ,   32,   4,    8378,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=2,rm=4,b=4,s=0,disp=8@24:8};w=1                           ", move=3          , @modrm8          ,  32,      1, "mov [esp+8], edx                      "
8b1f                  ,   32,   2,    8370,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base,mod=0,reg=3,rm=7,b=7};w=1                                             ", move=2          , @modrm8          ,  16,      1, "mov ebx, [edi]                        "
8d6c4500              ,   32,   4,    8298,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ebp, [ebp+eax*2]                  "
66395e02              ,   32,   4,    8292,  8,   1,   2,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=3,rm=6,b=6,disp=2@24:8};w=1                              ", alu=4           , @modrm8          ,  24,      1, "cmp [esi+2], bx                       "
0fb744474c            ,   32,   5,    8290,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=sib_d8,mod=1,reg=0,rm=4,b=7,x=0,s=1,disp=76@32:8}                         ", move=8          , @modrm16         ,  40,      1, "movzx eax, word [edi+eax*2+0x4C]      "
83d300                ,   32,   3,    8282,  0,   0,   4,   4,    ,      , adc_mis    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "adc ebx, 0                            "
660fb64e4b            ,   32,   5,    8264,  8,   1,   2,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=base_d8,mod=1,reg=1,rm=6,b=6,disp=75@32:8}                                ", move=8          , @modrm16         ,  32,      1, "movzx cx, byte [esi+0x4B]             "
660fb64e53            ,   32,   5,    8264,  8,   1,   2,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=base_d8,mod=1,reg=1,rm=6,b=6,disp=83@32:8}                                ", move=8          , @modrm16         ,  32,      1, "movzx cx, byte [esi+0x53]             "
8b5704                ,   32,   3,    8248,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=2,rm=7,b=7,disp=4@16:8};w=1                              ", move=2          , @modrm8          ,  24,      1, "mov edx, [edi+4]                      "
8b5758                ,   32,   3,    8248,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=2,rm=7,b=7,disp=88@16:8};w=1                             ", move=2          , @modrm8          ,  24,      1, "mov edx, [edi+0x58]                   "
f6410202              ,   32,   4,    8240,  0,   0,   4,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=base_d8,mod=1,reg=0,rm=1,b=1,disp=2@16:8};imm=0x2@24:8;w=0                 ", alu=7           , @modrm8 + sz*8   ,  32,      1, "test byte [ecx+2], 2                  "
f6410402              ,   32,   4,    8240,  0,   0,   4,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=base_d8,mod=1,reg=0,rm=1,b=1,disp=4@16:8};imm=0x2@24:8;w=0                 ", alu=7           , @modrm8 + sz*8   ,  32,      1, "test byte [ecx+4], 2                  "
3beb                  ,   32,   2,    8240,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=reg_direct,mod=3,reg=5,rm=3};w=1                                           ", alu=4           , @modrm8          ,  16,      1, "cmp ebp, ebx                          "
8d7014                ,   32,   3,    8236,  0,   0,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=6,rm=0,b=0,disp=20@16:8}                                 ", move=5          , @modrm8          ,  24,      1, "lea esi, [eax+0x14]                   "
8d7001                ,   32,   3,    8236,  0,   0,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=6,rm=0,b=0,disp=1@16:8}                                  ", move=5          , @modrm8          ,  24,      1, "lea esi, [eax+1]                      "
33d3                  ,   32,   2,    8228,  0,   0,   4,   4,    ,      , xor_rm     , xor_rm                , "modrm8{kind=reg_direct,mod=3,reg=2,rm=3};w=1                                           ", alu=5           , @modrm8          ,  16,      1, "xor edx, ebx                          "
23d7                  ,   32,   2,    8214,  0,   0,   4,   4,    ,      , and_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "and edx, edi                          "
a0c4500e00            ,   32,   5,    8210,  0,   0,   4,   4,    ,      , mov_a_moffs, mov_a_moffs           , moffs=0xe50c4@8:32;w=0                                                                 , move=6          , 8 + p.asz*8      ,  40,      1, "mov al, [0xE50C4]                     "
a084840f00            ,   32,   5,    8210,  0,   0,   4,   4,    ,      , mov_a_moffs, mov_a_moffs           , moffs=0xf8484@8:32;w=0                                                                 , move=6          , 8 + p.asz*8      ,  40,      1, "mov al, [0xF8484]                     "
23cf                  ,   32,   2,    8208,  0,   0,   4,   4,    ,      , and_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "and ecx, edi                          "
8d0498                ,   32,   3,    8200,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea eax, [eax+ebx*4]                  "
380f                  ,   32,   2,    8200,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base,mod=0,reg=1,rm=7,b=7};w=0                                             ", alu=4           , @modrm8          ,  16,      1, "cmp [edi], cl                         "
8d0c3a                ,   32,   3,    8196,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ecx, [edx+edi]                    "
8a09                  ,   32,   2,    8182,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base,mod=0,reg=1,rm=1,b=1};w=0                                             ", move=2          , @modrm8          ,  16,      1, "mov cl, [ecx]                         "
6685db                ,   32,   3,    8182,  8,   1,   2,   4,    ,      , test_mr    , test_mr               , "modrm8{kind=reg_direct,mod=3,reg=3,rm=3};w=1                                           ", alu=7           , @modrm8          ,  16,      1, "test bx, bx                           "
8a5a01                ,   32,   3,    8172,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=3,rm=2,b=2,disp=1@16:8};w=0                              ", move=2          , @modrm8          ,  24,      1, "mov bl, [edx+1]                       "
f6c504                ,   32,   3,    8169,  0,   0,   4,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=reg_direct,mod=3,reg=0,rm=5};imm=0x4@16:8;w=0                              ", alu=7           , @modrm8 + sz*8   ,  24,      1, "test ch, 4                            "
f6c508                ,   32,   3,    8169,  0,   0,   4,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=reg_direct,mod=3,reg=0,rm=5};imm=0x8@16:8;w=0                              ", alu=7           , @modrm8 + sz*8   ,  24,      1, "test ch, 8                            "
66c1e308              ,   32,   4,    8168,  8,   1,   2,   4,    ,      , shl_mi     , shl_mi                , "modrm8{kind=reg_direct,mod=3,reg=4,rm=3};w=1;imm8=0x8@24:8                             ", shift=1         , @modrm8 + 8      ,  24,      1, "shl bx, 8                             "
836e0808              ,   16,   4,    8165,  0,   0,   2,   2,    ,      , sub_mis    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub word [bp+8], 8                    "
807c240255            ,   32,   5,    8156,  0,   0,   4,   4,    ,      , cmp_mi8    , cmp_mi8               , "modrm8{kind=sib_d8,mod=1,reg=7,rm=4,b=4,s=0,disp=2@24:8};imm8=0x55@32:8                ", alu=4           , @modrm8 + 8      ,  40,      1, "cmp byte [esp+2], 0x55                "
807c240200            ,   32,   5,    8156,  0,   0,   4,   4,    ,      , cmp_mi8    , cmp_mi8               , "modrm8{kind=sib_d8,mod=1,reg=7,rm=4,b=4,s=0,disp=2@24:8};imm8=0x0@32:8                 ", alu=4           , @modrm8 + 8      ,  40,      1, "cmp byte [esp+2], 0                   "
80bf6c01000000        ,   32,   7,    8131,  0,   0,   4,   4,    ,      , cmp_mi8    , cmp_mi8               , "modrm8{kind=base_d32,mod=2,reg=7,rm=7,b=7,disp=364@16:32};imm8=0x0@48:8                ", alu=4           , @modrm8 + 8      ,  56,      1, "cmp byte [edi+0x16C], 0               "
80bf3301000000        ,   32,   7,    8131,  0,   0,   4,   4,    ,      , cmp_mi8    , cmp_mi8               , "modrm8{kind=base_d32,mod=2,reg=7,rm=7,b=7,disp=307@16:32};imm8=0x0@48:8                ", alu=4           , @modrm8 + 8      ,  56,      1, "cmp byte [edi+0x133], 0               "
2bd8                  ,   32,   2,    8102,  0,   0,   4,   4,    ,      , sub_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub ebx, eax                          "
66392cc6              ,   32,   4,    8094,  8,   1,   2,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=sib_base,mod=0,reg=5,rm=4,b=6,x=0,s=3};w=1                                 ", alu=4           , @modrm8          ,  24,      1, "cmp [esi+eax*8], bp                   "
8aca                  ,   32,   2,    8092,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=1,rm=2}                                               ", move=1          , @modrm8          ,  16,      1, "mov cl, dl                            "
8d95a08d0f00          ,   32,   6,    8085,  0,   0,   4,   4,    ,      , lea        , lea:base_d32          , "modrm8{kind=base_d32,mod=2,reg=2,rm=5,b=5,disp=1019296@16:32}                          ", move=5          , @modrm8          ,  48,      1, "lea edx, [ebp+0xF8DA0]                "
8d9554f9ffff          ,   32,   6,    8085,  0,   0,   4,   4,    ,      , lea        , lea:base_d32          , "modrm8{kind=base_d32,mod=2,reg=2,rm=5,b=5,disp=-1708@16:32}                            ", move=5          , @modrm8          ,  48,      1, "lea edx, [ebp-0x6AC]                  "
69c0c8000000          ,   32,   6,    8033,  0,   0,   4,   4,    ,      , imul_rmi   , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "imul eax, 0xC8                        "
69c0a8000000          ,   32,   6,    8033,  0,   0,   4,   4,    ,      , imul_rmi   , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "imul eax, 0xA8                        "
83ea02                ,   32,   3,    8031,  0,   0,   4,   4,    ,      , sub_mis    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub edx, 2                            "
83ea30                ,   32,   3,    8031,  0,   0,   4,   4,    ,      , sub_mis    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub edx, 0x30                         "
678f4024              ,   16,   4,    8012,  8,   1,   2,   4,    ,      , pop_m      , pop_m                 , "modrm8{kind=base_d8,mod=1,reg=0,rm=0,b=0,disp=36@24:8}                                 ", stack=6         , @modrm8          ,  24,      1, pop word [eax+0x24]
385021                ,   32,   3,    7997,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=2,rm=0,b=0,disp=33@16:8};w=0                             ", alu=4           , @modrm8          ,  24,      1, "cmp [eax+0x21], dl                    "
385001                ,   32,   3,    7997,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=2,rm=0,b=0,disp=1@16:8};w=0                              ", alu=4           , @modrm8          ,  24,      1, "cmp [eax+1], dl                       "
0fb74df4              ,   32,   4,    7991,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base_d8,mod=1,reg=1,rm=5,b=5,disp=-12@24:8}                               ", move=8          , @modrm16         ,  32,      1, "movzx ecx, word [ebp-0xC]             "
0fb74df6              ,   32,   4,    7991,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base_d8,mod=1,reg=1,rm=5,b=5,disp=-10@24:8}                               ", move=8          , @modrm16         ,  32,      1, "movzx ecx, word [ebp-0xA]             "
8b14ba                ,   32,   3,    7964,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=2,rm=4,b=2,x=7,s=2};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov edx, [edx+edi*4]                  "
66cb                  ,   16,   2,    7950,  8,   1,   4,   2,    ,      , retf       , retf                  ,                                                                                        , ret=3           , 8                ,   8,      1, retfd
235598                ,   32,   3,    7950,  0,   0,   4,   4,    ,      , and_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "and edx, [ebp-0x68]                   "
668bdc                ,   16,   3,    7948,  8,   1,   4,   2,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=3,rm=4}                                               ", move=1          , @modrm8          ,  16,      1, "mov ebx, esp                          "
cb                    ,   32,   1,    7948,  0,   0,   4,   4,    ,      , retf       , retf                  ,                                                                                        , ret=3           , 8                ,   8,      1, retf
0bc1                  ,   32,   2,    7936,  0,   0,   4,   4,    ,      , or_rm      , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "or eax, ecx                           "
c7410400000000        ,   32,   7,    7912,  0,   0,   4,   4,    ,      , mov_miz    , mov_miz               , "modrm8{kind=base_d8,mod=1,reg=0,rm=1,b=1,disp=4@16:8};immz=0x0@24:32                   ", move=4          , @modrm8 + p.osz*8,  56,      1, "mov dword [ecx+4], 0                  "
