bytes                   , mode, len,    count, at, pfx, osz, asz, seg, rep  , variant    , arm                   , args                                                                                      , res             , end_expr         , end, end_ok, text
66c74342ffff            ,   32,   6,    10244,  8,   1,   2,   4,    ,      , mov_miz    , mov_miz               , "modrm8{kind=base_d8,mod=1,reg=0,rm=3,b=3,disp=66@24:8};immz=0xffff@32:16                  ", move=4          , @modrm8 + p.osz*8,  40,      1, "mov word [ebx+0x42], 0xFFFF             "
66c7430c0000            ,   32,   6,    10244,  8,   1,   2,   4,    ,      , mov_miz    , mov_miz               , "modrm8{kind=base_d8,mod=1,reg=0,rm=3,b=3,disp=12@24:8};immz=0x0@32:16                     ", move=4          , @modrm8 + p.osz*8,  40,      1, "mov word [ebx+0xC], 0                   "
224395                  ,   32,   3,    10241,  0,   0,   4,   4,    ,      , and_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and al, [ebx-0x6B]                      "
c70000000000            ,   32,   6,    10232,  0,   0,   4,   4,    ,      , mov_miz    , mov_miz               , "modrm8{kind=base,mod=0,reg=0,rm=0,b=0};immz=0x0@16:32                                     ", move=4          , @modrm8 + p.osz*8,  48,      1, "mov dword [eax], 0                      "
6685f6                  ,   16,   3,    10222,  8,   1,   4,   2,    ,      , test_mr    , test_mr               , "modrm8{kind=reg_direct,mod=3,reg=6,rm=6};w=1                                              ", alu=7           , @modrm8          ,  16,      1, "test esi, esi                           "
d1e1                    ,   16,   2,    10208,  0,   0,   2,   2,    ,      , shl_m1     , shl_m1                , "modrm8{kind=reg_direct,mod=3,reg=4,rm=1};w=1                                              ", shift=2         , @modrm8          ,  16,      1, "shl cx, 1                               "
c1c008                  ,   32,   3,    10192,  0,   0,   4,   4,    ,      , rol_mi     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "rol eax, 8                              "
c1c010                  ,   32,   3,    10192,  0,   0,   4,   4,    ,      , rol_mi     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "rol eax, 0x10                           "
67397e12                ,   16,   4,    10190,  8,   1,   2,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=7,rm=6,b=6,disp=18@24:8};w=1                                ", alu=4           , @modrm8          ,  24,      1, "cmp [esi+0x12], di                      "
bc007c                  ,   16,   3,    10187,  0,   0,   2,   2,    ,      , mov_riv    , mov_riv               , opreg=4;immz=0x7c00@8:16                                                                  , load_imm=2      , 8 + p.osz*8      ,  24,      1, "mov sp, 0x7C00                          "
bcfc7b                  ,   16,   3,    10187,  0,   0,   2,   2,    ,      , mov_riv    , mov_riv               , opreg=4;immz=0x7bfc@8:16                                                                  , load_imm=2      , 8 + p.osz*8      ,  24,      1, "mov sp, 0x7BFC                          "
0bc1                    ,   16,   2,    10176,  0,   0,   2,   2,    ,      , or_rm      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or ax, cx                               "
8b2b                    ,   32,   2,    10170,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base,mod=0,reg=5,rm=3,b=3};w=1                                                ", move=2          , @modrm8          ,  16,      1, "mov ebp, [ebx]                          "
816209ff0f0000          ,   32,   7,    10165,  0,   0,   4,   4,    ,      , and_miz    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and dword [edx+9], 0xFFF                "
81622cfffdffff          ,   32,   7,    10165,  0,   0,   4,   4,    ,      , and_miz    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and dword [edx+0x2C], 0xFFFFFDFF        "
397e08                  ,   32,   3,    10148,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=7,rm=6,b=6,disp=8@16:8};w=1                                 ", alu=4           , @modrm8          ,  24,      1, "cmp [esi+8], edi                        "
397e0c                  ,   32,   3,    10148,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=7,rm=6,b=6,disp=12@16:8};w=1                                ", alu=4           , @modrm8          ,  24,      1, "cmp [esi+0xC], edi                      "
6689511c                ,   32,   4,    10141,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d8,mod=1,reg=2,rm=1,b=1,disp=28@24:8};w=1                                ", move=3          , @modrm8          ,  24,      1, "mov [ecx+0x1C], dx                      "
66895102                ,   32,   4,    10141,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d8,mod=1,reg=2,rm=1,b=1,disp=2@24:8};w=1                                 ", move=3          , @modrm8          ,  24,      1, "mov [ecx+2], dx                         "
f6c540                  ,   32,   3,    10131,  0,   0,   4,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=reg_direct,mod=3,reg=0,rm=5};imm=0x40@16:8;w=0                                ", alu=7           , @modrm8 + sz*8   ,  24,      1, "test ch, 0x40                           "
f6c508                  ,   32,   3,    10131,  0,   0,   4,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=reg_direct,mod=3,reg=0,rm=5};imm=0x8@16:8;w=0                                 ", alu=7           , @modrm8 + sz*8   ,  24,      1, "test ch, 8                              "
66ab                    ,   16,   2,    10116,  8,   1,   4,   2,    ,      , stos       , stos                  , w=1                                                                                       , string=2        , 8                ,   8,      1, stosd
648e26a613              ,   16,   5,    10112,  8,   1,   2,   2, fs ,      , mov_sregm  , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "mov fs, [fs:0x13A6]                     "
813b24504952            ,   32,   6,    10095,  0,   0,   4,   4,    ,      , cmp_miz    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "cmp dword [ebx], 0x52495024             "
813b80000000            ,   32,   6,    10095,  0,   0,   4,   4,    ,      , cmp_miz    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "cmp dword [ebx], 0x80                   "
66c1e108                ,   16,   4,    10080,  8,   1,   4,   2,    ,      , shl_mi     , shl_mi                , "modrm8{kind=reg_direct,mod=3,reg=4,rm=1};w=1;imm8=0x8@24:8                                ", shift=1         , @modrm8 + 8      ,  24,      1, "shl ecx, 8                              "
03c8                    ,   16,   2,    10074,  0,   0,   2,   2,    ,      , add_rm     , add_rm                , "modrm8{kind=reg_direct,mod=3,reg=1,rm=0};w=1                                              ", alu=3           , @modrm8          ,  16,      1, "add cx, ax                              "
f390                    ,   16,   2,    10060,  8,   1,   2,   2,    , rep  , xchg_ax    , xchg_ax:opreg==0      , opreg=0                                                                                   , is_nop=1        , 8                ,   8,      1, pause
880e                    ,   32,   2,    10046,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base,mod=0,reg=1,rm=6,b=6};w=0                                                ", move=3          , @modrm8          ,  16,      1, "mov [esi], cl                           "
034810                  ,   32,   3,    10027,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=base_d8,mod=1,reg=1,rm=0,b=0,disp=16@16:8};w=1                                ", alu=3           , @modrm8          ,  24,      1, "add ecx, [eax+0x10]                     "
034820                  ,   32,   3,    10027,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=base_d8,mod=1,reg=1,rm=0,b=0,disp=32@16:8};w=1                                ", alu=3           , @modrm8          ,  24,      1, "add ecx, [eax+0x20]                     "
6626ff7504              ,   16,   5,    10027, 16,   2,   4,   2, es ,      , push_m     , push_m                , "modrm8{kind=base16_d8,mod=1,reg=6,rm=5,disp=4@32:8}                                       ", stack=3         , @modrm8          ,  24,      1, push dword [es:di+4]
6626ff7510              ,   16,   5,    10027, 16,   2,   4,   2, es ,      , push_m     , push_m                , "modrm8{kind=base16_d8,mod=1,reg=6,rm=5,disp=16@32:8}                                      ", stack=3         , @modrm8          ,  24,      1, push dword [es:di+0x10]
8ac3                    ,   16,   2,     9990,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=0,rm=3}                                                  ", move=1          , @modrm8          ,  16,      1, "mov al, bl                              "
c646fa00                ,   16,   4,     9934,  0,   0,   2,   2,    ,      , mov_mi8    , mov_mi8               , "modrm8{kind=base16_d8,mod=1,reg=0,rm=6,disp=-6@16:8};imm8=0x0@24:8                        ", move=4          , @modrm8 + 8      ,  32,      1, "mov byte [bp-6], 0                      "
c646cb02                ,   16,   4,     9934,  0,   0,   2,   2,    ,      , mov_mi8    , mov_mi8               , "modrm8{kind=base16_d8,mod=1,reg=0,rm=6,disp=-53@16:8};imm8=0x2@24:8                       ", move=4          , @modrm8 + 8      ,  32,      1, "mov byte [bp-0x35], 2                   "
8bff                    ,   32,   2,     9910,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=7,rm=7}                                                  ", move=1          , @modrm8          ,  16,      1, "mov edi, edi                            "
c1c710                  ,   32,   3,     9886,  0,   0,   4,   4,    ,      , rol_mi     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "rol edi, 0x10                           "
8b7a08                  ,   32,   3,     9879,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=7,rm=2,b=2,disp=8@16:8};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov edi, [edx+8]                        "
8b7a09                  ,   32,   3,     9879,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base_d8,mod=1,reg=7,rm=2,b=2,disp=9@16:8};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov edi, [edx+9]                        "
c1e709                  ,   32,   3,     9878,  0,   0,   4,   4,    ,      , shl_mi     , shl_mi                , "modrm8{kind=reg_direct,mod=3,reg=4,rm=7};w=1;imm8=0x9@16:8                                ", shift=1         , @modrm8 + 8      ,  24,      1, "shl edi, 9                              "
c1e704                  ,   32,   3,     9878,  0,   0,   4,   4,    ,      , shl_mi     , shl_mi                , "modrm8{kind=reg_direct,mod=3,reg=4,rm=7};w=1;imm8=0x4@16:8                                ", shift=1         , @modrm8 + 8      ,  24,      1, "shl edi, 4                              "
0fb74844                ,   32,   4,     9873,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base_d8,mod=1,reg=1,rm=0,b=0,disp=68@24:8}                                   ", move=8          , @modrm16         ,  32,      1, "movzx ecx, word [eax+0x44]              "
0fb7481a                ,   32,   4,     9873,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base_d8,mod=1,reg=1,rm=0,b=0,disp=26@24:8}                                   ", move=8          , @modrm16         ,  32,      1, "movzx ecx, word [eax+0x1A]              "
3bf1                    ,   16,   2,     9870,  0,   0,   2,   2,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=reg_direct,mod=3,reg=6,rm=1};w=1                                              ", alu=4           , @modrm8          ,  16,      1, "cmp si, cx                              "
0fb60433                ,   32,   4,     9841,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=sib_base,mod=0,reg=0,rm=4,b=3,x=6,s=0}                                       ", move=8          , @modrm16         ,  32,      1, "movzx eax, byte [ebx+esi]               "
f7d1                    ,   16,   2,     9840,  0,   0,   2,   2,    ,      , not_m      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , not cx
8b7c0a                  ,   16,   3,     9820,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=7,rm=4,disp=10@16:8};w=1                                  ", move=2          , @modrm8          ,  24,      1, "mov di, [si+0xA]                        "
8b7c1c                  ,   16,   3,     9820,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16_d8,mod=1,reg=7,rm=4,disp=28@16:8};w=1                                  ", move=2          , @modrm8          ,  24,      1, "mov di, [si+0x1C]                       "
8b34                    ,   16,   2,     9766,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16,mod=0,reg=6,rm=4};w=1                                                  ", move=2          , @modrm8          ,  16,      1, "mov si, [si]                            "
2ead                    ,   16,   2,     9740,  8,   1,   2,   2, cs ,      , lods       , lods                  , w=1                                                                                       , string=3        , 8                ,   8,      1, cs lodsw
ff7204                  ,   32,   3,     9698,  0,   0,   4,   4,    ,      , push_m     , push_m                , "modrm8{kind=base_d8,mod=1,reg=6,rm=2,b=2,disp=4@16:8}                                     ", stack=3         , @modrm8          ,  24,      1, push dword [edx+4]
ff7210                  ,   32,   3,     9698,  0,   0,   4,   4,    ,      , push_m     , push_m                , "modrm8{kind=base_d8,mod=1,reg=6,rm=2,b=2,disp=16@16:8}                                    ", stack=3         , @modrm8          ,  24,      1, push dword [edx+0x10]
668907                  ,   32,   3,     9682,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base,mod=0,reg=0,rm=7,b=7};w=1                                                ", move=3          , @modrm8          ,  16,      1, "mov [edi], ax                           "
ff560c                  ,   32,   3,     9675,  0,   0,   4,   4,    ,      , call_m     , call_m                , "modrm8{kind=base_d8,mod=1,reg=2,rm=6,b=6,disp=12@16:8}                                    ", call=2          , @modrm8          ,  24,      1, call dword [esi+0xC]
ff5618                  ,   32,   3,     9675,  0,   0,   4,   4,    ,      , call_m     , call_m                , "modrm8{kind=base_d8,mod=1,reg=2,rm=6,b=6,disp=24@16:8}                                    ", call=2          , @modrm8          ,  24,      1, call dword [esi+0x18]
8b05                    ,   16,   2,     9670,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16,mod=0,reg=0,rm=5};w=1                                                  ", move=2          , @modrm8          ,  16,      1, "mov ax, [di]                            "
17                      ,   16,   1,     9666,  0,   0,   2,   2,    ,      , pop_ss     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , pop ss
8d5706                  ,   32,   3,     9659,  0,   0,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=2,rm=7,b=7,disp=6@16:8}                                     ", move=5          , @modrm8          ,  24,      1, "lea edx, [edi+6]                        "
8d570a                  ,   32,   3,     9659,  0,   0,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=2,rm=7,b=7,disp=10@16:8}                                    ", move=5          , @modrm8          ,  24,      1, "lea edx, [edi+0xA]                      "
66f74514c1ff            ,   32,   6,     9648,  8,   1,   2,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=base_d8,mod=1,reg=0,rm=5,b=5,disp=20@24:8};imm=0xffc1@32:16;w=1               ", alu=7           , @modrm8 + sz*8   ,  40,      1, "test word [ebp+0x14], 0xFFC1            "
66f74514fdff            ,   32,   6,     9648,  8,   1,   2,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=base_d8,mod=1,reg=0,rm=5,b=5,disp=20@24:8};imm=0xfffd@32:16;w=1               ", alu=7           , @modrm8 + sz*8   ,  40,      1, "test word [ebp+0x14], 0xFFFD            "
8065d000                ,   32,   4,     9637,  0,   0,   4,   4,    ,      , and_mi8    , and_mi8               , "modrm8{kind=base_d8,mod=1,reg=4,rm=5,b=5,disp=-48@16:8};imm8=0x0@24:8                     ", alu=6           , @modrm8 + 8      ,  32,      1, "and byte [ebp-0x30], 0                  "
80651400                ,   32,   4,     9637,  0,   0,   4,   4,    ,      , and_mi8    , and_mi8               , "modrm8{kind=base_d8,mod=1,reg=4,rm=5,b=5,disp=20@16:8};imm8=0x0@24:8                      ", alu=6           , @modrm8 + 8      ,  32,      1, "and byte [ebp+0x14], 0                  "
833a00                  ,   32,   3,     9632,  0,   0,   4,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=base,mod=0,reg=7,rm=2,b=2};imm8=0x0@16:8                                      ", alu=4           , @modrm8 + 8      ,  24,      1, "cmp dword [edx], 0                      "
36d7                    ,   16,   2,     9618,  8,   1,   2,   2, ss ,      , xlat       , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , ss xlatb
660bf6                  ,   16,   3,     9610,  8,   1,   4,   2,    ,      , or_rm      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or esi, esi                             "
8818                    ,   32,   2,     9606,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base,mod=0,reg=3,rm=0,b=0};w=0                                                ", move=3          , @modrm8          ,  16,      1, "mov [eax], bl                           "
0306d114                ,   16,   4,     9599,  0,   0,   2,   2,    ,      , add_rm     , add_rm                , "modrm8{kind=abs16,mod=0,reg=0,rm=6,disp=5329@16:16};w=1                                   ", alu=3           , @modrm8          ,  32,      1, "add ax, [0x14D1]                        "
03062c03                ,   16,   4,     9599,  0,   0,   2,   2,    ,      , add_rm     , add_rm                , "modrm8{kind=abs16,mod=0,reg=0,rm=6,disp=812@16:16};w=1                                    ", alu=3           , @modrm8          ,  32,      1, "add ax, [0x32C]                         "
c1c310                  ,   32,   3,     9592,  0,   0,   4,   4,    ,      , rol_mi     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "rol ebx, 0x10                           "
89e5                    ,   32,   2,     9566,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=reg_direct,mod=3,reg=4,rm=5};w=1                                              ", move=3          , @modrm8          ,  16,      1, "mov ebp, esp                            "
89ec                    ,   32,   2,     9546,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=reg_direct,mod=3,reg=5,rm=4};w=1                                              ", move=3          , @modrm8          ,  16,      1, "mov esp, ebp                            "
0f94c1                  ,   32,   3,     9542,  0,   0,   4,   4,    ,      , setcc      , setcc.z               , "modrm16{kind=reg_direct,mod=3,reg=0,rm=1}                                                 ", setcc=1         , @modrm16         ,  24,      1, sete cl
816304fffffff7          ,   32,   7,     9540,  0,   0,   4,   4,    ,      , and_miz    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and dword [ebx+4], 0xF7FFFFFF           "
395630                  ,   32,   3,     9530,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=2,rm=6,b=6,disp=48@16:8};w=1                                ", alu=4           , @modrm8          ,  24,      1, "cmp [esi+0x30], edx                     "
395634                  ,   32,   3,     9530,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base_d8,mod=1,reg=2,rm=6,b=6,disp=52@16:8};w=1                                ", alu=4           , @modrm8          ,  24,      1, "cmp [esi+0x34], edx                     "
660fb6c0                ,   32,   4,     9514,  8,   1,   2,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=reg_direct,mod=3,reg=0,rm=0}                                                 ", move=8          , @modrm16         ,  24,      1, "movzx ax, al                            "
ad                      ,   32,   1,     9486,  0,   0,   4,   4,    ,      , lods       , lods                  , w=1                                                                                       , string=3        , 8                ,   8,      1, lodsd
8d4304                  ,   32,   3,     9476,  0,   0,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=0,rm=3,b=3,disp=4@16:8}                                     ", move=5          , @modrm8          ,  24,      1, "lea eax, [ebx+4]                        "
8d4341                  ,   32,   3,     9476,  0,   0,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=0,rm=3,b=3,disp=65@16:8}                                    ", move=5          , @modrm8          ,  24,      1, "lea eax, [ebx+0x41]                     "
2ea12807                ,   16,   4,     9470,  8,   1,   2,   2, cs ,      , mov_a_moffs, mov_a_moffs           , moffs=0x728@16:16;w=1                                                                     , move=6          , 8 + p.asz*8      ,  24,      1, "mov ax, [cs:0x728]                      "
2ea12a07                ,   16,   4,     9470,  8,   1,   2,   2, cs ,      , mov_a_moffs, mov_a_moffs           , moffs=0x72a@16:16;w=1                                                                     , move=6          , 8 + p.asz*8      ,  24,      1, "mov ax, [cs:0x72A]                      "
892e8a05                ,   16,   4,     9455,  0,   0,   2,   2,    ,      , mov_mr     , mov_mr                , "modrm8{kind=abs16,mod=0,reg=5,rm=6,disp=1418@16:16};w=1                                   ", move=3          , @modrm8          ,  32,      1, "mov [0x58A], bp                         "
892e0e00                ,   16,   4,     9455,  0,   0,   2,   2,    ,      , mov_mr     , mov_mr                , "modrm8{kind=abs16,mod=0,reg=5,rm=6,disp=14@16:16};w=1                                     ", move=3          , @modrm8          ,  32,      1, "mov [0xE], bp                           "
f68001e0bfff02          ,   32,   7,     9444,  0,   0,   4,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=base_d32,mod=2,reg=0,rm=0,b=0,disp=-4202495@16:32};imm=0x2@48:8;w=0           ", alu=7           , @modrm8 + sz*8   ,  56,      1, "test byte [eax-0x401FFF], 2             "
f680010080ff02          ,   32,   7,     9444,  0,   0,   4,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=base_d32,mod=2,reg=0,rm=0,b=0,disp=-8388607@16:32};imm=0x2@48:8;w=0           ", alu=7           , @modrm8 + sz*8   ,  56,      1, "test byte [eax-0x7FFFFF], 2             "
3bc8                    ,   16,   2,     9432,  0,   0,   2,   2,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=reg_direct,mod=3,reg=1,rm=0};w=1                                              ", alu=4           , @modrm8          ,  16,      1, "cmp cx, ax                              "
8a1e6800                ,   16,   4,     9400,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=abs16,mod=0,reg=3,rm=6,disp=104@16:16};w=0                                    ", move=2          , @modrm8          ,  32,      1, "mov bl, [0x68]                          "
6689551c                ,   32,   4,     9387,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d8,mod=1,reg=2,rm=5,b=5,disp=28@24:8};w=1                                ", move=3          , @modrm8          ,  24,      1, "mov [ebp+0x1C], dx                      "
6689550c                ,   32,   4,     9387,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=base_d8,mod=1,reg=2,rm=5,b=5,disp=12@24:8};w=1                                ", move=3          , @modrm8          ,  24,      1, "mov [ebp+0xC], dx                       "
2e891eec18              ,   16,   5,     9354,  8,   1,   2,   2, cs ,      , mov_mr     , mov_mr                , "modrm8{kind=abs16,mod=0,reg=3,rm=6,disp=6380@24:16};w=1                                   ", move=3          , @modrm8          ,  32,      1, "mov [cs:0x18EC], bx                     "
2e891e7495              ,   16,   5,     9354,  8,   1,   2,   2, cs ,      , mov_mr     , mov_mr                , "modrm8{kind=abs16,mod=0,reg=3,rm=6,disp=-27276@24:16};w=1                                 ", move=3          , @modrm8          ,  32,      1, "mov [cs:0x9574], bx                     "
394e06                  ,   16,   3,     9338,  0,   0,   2,   2,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=base16_d8,mod=1,reg=1,rm=6,disp=6@16:8};w=1                                   ", alu=4           , @modrm8          ,  24,      1, "cmp [bp+6], cx                          "
26a1d4f8                ,   16,   4,     9335,  8,   1,   2,   2, es ,      , mov_a_moffs, mov_a_moffs           , moffs=0xf8d4@16:16;w=1                                                                    , move=6          , 8 + p.asz*8      ,  24,      1, "mov ax, [es:0xF8D4]                     "
26a1caf8                ,   16,   4,     9335,  8,   1,   2,   2, es ,      , mov_a_moffs, mov_a_moffs           , moffs=0xf8ca@16:16;w=1                                                                    , move=6          , 8 + p.asz*8      ,  24,      1, "mov ax, [es:0xF8CA]                     "
8b3c24                  ,   32,   3,     9328,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=7,rm=4,b=4,s=0};w=1                                        ", move=2          , @modrm8          ,  24,      1, "mov edi, [esp]                          "
8a4c111a                ,   32,   4,     9309,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=1,rm=4,b=1,x=2,s=0,disp=26@24:8};w=0                         ", move=2          , @modrm8          ,  32,      1, "mov cl, [ecx+edx+0x1A]                  "
8a4c1119                ,   32,   4,     9309,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_d8,mod=1,reg=1,rm=4,b=1,x=2,s=0,disp=25@24:8};w=0                         ", move=2          , @modrm8          ,  32,      1, "mov cl, [ecx+edx+0x19]                  "
26334508                ,   16,   4,     9302,  8,   1,   2,   2, es ,      , xor_rm     , xor_rm                , "modrm8{kind=base16_d8,mod=1,reg=0,rm=5,disp=8@24:8};w=1                                   ", alu=5           , @modrm8          ,  24,      1, "xor ax, [es:di+8]                       "
26334504                ,   16,   4,     9302,  8,   1,   2,   2, es ,      , xor_rm     , xor_rm                , "modrm8{kind=base16_d8,mod=1,reg=0,rm=5,disp=4@24:8};w=1                                   ", alu=5           , @modrm8          ,  24,      1, "xor ax, [es:di+4]                       "
26314508                ,   16,   4,     9302,  8,   1,   2,   2, es ,      , xor_mr     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "xor [es:di+8], ax                       "
26314504                ,   16,   4,     9302,  8,   1,   2,   2, es ,      , xor_mr     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "xor [es:di+4], ax                       "
13d7                    ,   16,   2,     9300,  0,   0,   2,   2,    ,      , adc_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "adc dx, di                              "
66ff4f10                ,   16,   4,     9284,  8,   1,   4,   2,    ,      , dec_m      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , dec dword [bx+0x10]
66ff4f04                ,   16,   4,     9284,  8,   1,   4,   2,    ,      , dec_m      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , dec dword [bx+4]
66ff4704                ,   16,   4,     9284,  8,   1,   4,   2,    ,      , inc_m      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , inc dword [bx+4]
66ff4710                ,   16,   4,     9284,  8,   1,   4,   2,    ,      , inc_m      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , inc dword [bx+0x10]
676664ff4038            ,   16,   6,     9284, 24,   3,   4,   4, fs ,      , inc_m      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , inc dword [fs:eax+0x38]
676664ff4838            ,   16,   6,     9284, 24,   3,   4,   4, fs ,      , dec_m      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , dec dword [fs:eax+0x38]
8346fc1c                ,   16,   4,     9281,  0,   0,   2,   2,    ,      , add_mis    , add_mis               , "modrm8{kind=base16_d8,mod=1,reg=0,rm=6,disp=-4@16:8};imm8=0x1c@24:8                       ", alu=3           , @modrm8 + 8      ,  32,      1, "add word [bp-4], 0x1C                   "
83460602                ,   16,   4,     9281,  0,   0,   2,   2,    ,      , add_mis    , add_mis               , "modrm8{kind=base16_d8,mod=1,reg=0,rm=6,disp=6@16:8};imm8=0x2@24:8                         ", alu=3           , @modrm8 + 8      ,  32,      1, "add word [bp+6], 2                      "
85742448                ,   32,   4,     9278,  0,   0,   4,   4,    ,      , test_mr    , test_mr               , "modrm8{kind=sib_d8,mod=1,reg=6,rm=4,b=4,s=0,disp=72@24:8};w=1                             ", alu=7           , @modrm8          ,  32,      1, "test [esp+0x48], esi                    "
268b0d                  ,   16,   3,     9238,  8,   1,   2,   2, es ,      , mov_rm     , mov_rm                , "modrm8{kind=base16,mod=0,reg=1,rm=5};w=1                                                  ", move=2          , @modrm8          ,  16,      1, "mov cx, [es:di]                         "
80e208                  ,   16,   3,     9235,  0,   0,   2,   2,    ,      , and_mi8    , and_mi8               , "modrm8{kind=reg_direct,mod=3,reg=4,rm=2};imm8=0x8@16:8                                    ", alu=6           , @modrm8 + 8      ,  24,      1, "and dl, 8                               "
80e201                  ,   16,   3,     9235,  0,   0,   2,   2,    ,      , and_mi8    , and_mi8               , "modrm8{kind=reg_direct,mod=3,reg=4,rm=2};imm8=0x1@16:8                                    ", alu=6           , @modrm8 + 8      ,  24,      1, "and dl, 1                               "
